Student S10005 named Tanya Juarez, age 13, gender Male, is in Class 6. Scored 80 in Math, 95 in Science, 38 in English, 66 in History, and 31 in Computer, totaling 310 marks with Grade C. Attendance stands at 72.87 percent. Participates in None as an extracurricular activity.
Student S10912 named Jonathan Martin, age 11, gender Female, is in Class 6. Scored 88 in Math, 32 in Science, 78 in English, 56 in History, and 32 in Computer, totaling 286 marks with Grade D. Attendance stands at 88.32 percent. Participates in Debate as an extracurricular activity.
Student S10913 named Jane Rodriguez, age 16, gender Female, is in Class 6. Scored 68 in Math, 56 in Science, 96 in English, 79 in History, and 84 in Computer, totaling 383 marks with Grade C. Attendance stands at 69.74 percent. Participates in Debate as an extracurricular activity.
Student S10918 named Emily Henderson, age 17, gender Female, is in Class 6. Scored 50 in Math, 69 in Science, 66 in English, 90 in History, and 84 in Computer, totaling 359 marks with Grade C. Attendance stands at 75.94 percent. Participates in Drama as an extracurricular activity.
Student S10920 named Julia Sanchez, age 14, gender Male, is in Class 6. Scored 58 in Math, 79 in Science, 48 in English, 55 in History, and 61 in Computer, totaling 301 marks with Grade C. Attendance stands at 86.59 percent. Participates in Football as an extracurricular activity.
Student S10928 named Robert Brown, age 16, gender Male, is in Class 6. Scored 73 in Math, 47 in Science, 97 in English, 44 in History, and 87 in Computer, totaling 348 marks with Grade C. Attendance stands at 68.52 percent. Participates in Dance as an extracurricular activity.
Student S10939 named Mark Smith, age 11, gender Male, is in Class 6. Scored 66 in Math, 43 in Science, 87 in English, 74 in History, and 71 in Computer, totaling 341 marks with Grade C. Attendance stands at 65.24 percent. Participates in Dance as an extracurricular activity.
Student S10943 named Christopher Watson, age 10, gender Male, is in Class 6. Scored 78 in Math, 67 in Science, 71 in English, 63 in History, and 46 in Computer, totaling 325 marks with Grade C. Attendance stands at 84.83 percent. Participates in None as an extracurricular activity.
Student S10958 named Diane Acosta, age 11, gender Male, is in Class 6. Scored 83 in Math, 45 in Science, 74 in English, 67 in History, and 91 in Computer, totaling 360 marks with Grade C. Attendance stands at 93.49 percent. Participates in None as an extracurricular activity.
Student S10961 named Donald Lee, age 17, gender Male, is in Class 6. Scored 94 in Math, 98 in Science, 34 in English, 74 in History, and 70 in Computer, totaling 370 marks with Grade C. Attendance stands at 92.30 percent. Participates in Football as an extracurricular activity.
Student S10984 named Kiara Allen, age 13, gender Male, is in Class 6. Scored 56 in Math, 93 in Science, 35 in English, 92 in History, and 77 in Computer, totaling 353 marks with Grade C. Attendance stands at 76.78 percent. Participates in Drama as an extracurricular activity.
Student S10999 named Aaron Caldwell, age 11, gender Male, is in Class 6. Scored 68 in Math, 43 in Science, 44 in English, 59 in History, and 33 in Computer, totaling 247 marks with Grade D. Attendance stands at 98.67 percent. Participates in Drama as an extracurricular activity.
Student S11003 named Nicholas Gomez Jr., age 12, gender Female, is in Class 6. Scored 48 in Math, 36 in Science, 63 in English, 61 in History, and 45 in Computer, totaling 253 marks with Grade D. Attendance stands at 99.80 percent. Participates in Dance as an extracurricular activity.
Student S11004 named Amanda Duran, age 15, gender Male, is in Class 6. Scored 92 in Math, 38 in Science, 92 in English, 69 in History, and 95 in Computer, totaling 386 marks with Grade C. Attendance stands at 80.09 percent. Participates in None as an extracurricular activity.
Student S11022 named Margaret Sullivan, age 10, gender Male, is in Class 6. Scored 65 in Math, 84 in Science, 95 in English, 30 in History, and 64 in Computer, totaling 338 marks with Grade C. Attendance stands at 71.96 percent. Participates in Drama as an extracurricular activity.
Student S11027 named Michael Gonzalez, age 16, gender Male, is in Class 6. Scored 89 in Math, 71 in Science, 66 in English, 59 in History, and 61 in Computer, totaling 346 marks with Grade C. Attendance stands at 90.17 percent. Participates in Drama as an extracurricular activity.
Student S11029 named Jessica Morris, age 14, gender Male, is in Class 6. Scored 50 in Math, 64 in Science, 79 in English, 81 in History, and 71 in Computer, totaling 345 marks with Grade C. Attendance stands at 89.97 percent. Participates in Drama as an extracurricular activity.
Student S11038 named Jonathan Allen, age 17, gender Female, is in Class 6. Scored 36 in Math, 64 in Science, 60 in English, 31 in History, and 90 in Computer, totaling 281 marks with Grade D. Attendance stands at 75.56 percent. Participates in Debate as an extracurricular activity.
Student S11046 named Juan Smith, age 17, gender Male, is in Class 6. Scored 88 in Math, 34 in Science, 52 in English, 59 in History, and 33 in Computer, totaling 266 marks with Grade D. Attendance stands at 82.14 percent. Participates in Drama as an extracurricular activity.
Student S11052 named Barbara Macias, age 10, gender Female, is in Class 6. Scored 96 in Math, 63 in Science, 36 in English, 85 in History, and 58 in Computer, totaling 338 marks with Grade C. Attendance stands at 96.92 percent. Participates in Football as an extracurricular activity.
Student S11056 named Samantha Powers MD, age 14, gender Female, is in Class 6. Scored 44 in Math, 65 in Science, 34 in English, 30 in History, and 96 in Computer, totaling 269 marks with Grade D. Attendance stands at 73.99 percent. Participates in Drama as an extracurricular activity.
Student S11078 named Angela Fernandez, age 11, gender Male, is in Class 6. Scored 99 in Math, 90 in Science, 48 in English, 74 in History, and 57 in Computer, totaling 368 marks with Grade C. Attendance stands at 94.82 percent. Participates in Drama as an extracurricular activity.
Student S11098 named Darren Martin, age 14, gender Female, is in Class 6. Scored 48 in Math, 72 in Science, 87 in English, 37 in History, and 63 in Computer, totaling 307 marks with Grade C. Attendance stands at 95.74 percent. Participates in Music as an extracurricular activity.
Student S11116 named Angel Cruz, age 11, gender Female, is in Class 6. Scored 95 in Math, 46 in Science, 38 in English, 66 in History, and 52 in Computer, totaling 297 marks with Grade D. Attendance stands at 61.31 percent. Participates in Dance as an extracurricular activity.
Student S11130 named Thomas Gross, age 13, gender Female, is in Class 6. Scored 72 in Math, 34 in Science, 49 in English, 83 in History, and 42 in Computer, totaling 280 marks with Grade D. Attendance stands at 90.86 percent. Participates in Debate as an extracurricular activity.
Student S11136 named Luke Thompson, age 10, gender Female, is in Class 6. Scored 43 in Math, 35 in Science, 63 in English, 73 in History, and 41 in Computer, totaling 255 marks with Grade D. Attendance stands at 70.81 percent. Participates in Music as an extracurricular activity.
Student S11144 named Travis Johnson, age 14, gender Female, is in Class 6. Scored 61 in Math, 36 in Science, 76 in English, 93 in History, and 32 in Computer, totaling 298 marks with Grade D. Attendance stands at 81.70 percent. Participates in None as an extracurricular activity.
Student S11149 named Cindy Smith, age 16, gender Male, is in Class 6. Scored 70 in Math, 75 in Science, 45 in English, 52 in History, and 68 in Computer, totaling 310 marks with Grade C. Attendance stands at 66.76 percent. Participates in Football as an extracurricular activity.
Student S11158 named Shane Scott, age 15, gender Male, is in Class 6. Scored 43 in Math, 64 in Science, 45 in English, 31 in History, and 54 in Computer, totaling 237 marks with Grade D. Attendance stands at 94.97 percent. Participates in Drama as an extracurricular activity.
Student S11159 named Maria Wells, age 14, gender Female, is in Class 6. Scored 57 in Math, 59 in Science, 56 in English, 61 in History, and 49 in Computer, totaling 282 marks with Grade D. Attendance stands at 93.26 percent. Participates in Dance as an extracurricular activity.
Student S11182 named Nicole Garcia, age 10, gender Male, is in Class 6. Scored 75 in Math, 99 in Science, 90 in English, 74 in History, and 86 in Computer, totaling 424 marks with Grade B. Attendance stands at 77.42 percent. Participates in Football as an extracurricular activity.
Student S11184 named Melissa Hill, age 13, gender Male, is in Class 6. Scored 82 in Math, 74 in Science, 90 in English, 92 in History, and 68 in Computer, totaling 406 marks with Grade B. Attendance stands at 83.53 percent. Participates in Debate as an extracurricular activity.
Student S11191 named Wesley Ellis, age 16, gender Male, is in Class 6. Scored 67 in Math, 78 in Science, 89 in English, 37 in History, and 55 in Computer, totaling 326 marks with Grade C. Attendance stands at 74.13 percent. Participates in Music as an extracurricular activity.
Student S11192 named Karen Mack, age 17, gender Male, is in Class 6. Scored 76 in Math, 41 in Science, 40 in English, 91 in History, and 52 in Computer, totaling 300 marks with Grade D. Attendance stands at 69.66 percent. Participates in Dance as an extracurricular activity.
Student S11193 named Brenda Cooper, age 13, gender Male, is in Class 6. Scored 69 in Math, 92 in Science, 99 in English, 90 in History, and 50 in Computer, totaling 400 marks with Grade C. Attendance stands at 88.85 percent. Participates in Football as an extracurricular activity.
Student S11194 named Gregory Johns, age 11, gender Female, is in Class 6. Scored 33 in Math, 51 in Science, 73 in English, 85 in History, and 62 in Computer, totaling 304 marks with Grade C. Attendance stands at 94.01 percent. Participates in Dance as an extracurricular activity.
Student S11197 named Amy Chavez, age 12, gender Female, is in Class 6. Scored 40 in Math, 37 in Science, 95 in English, 76 in History, and 38 in Computer, totaling 286 marks with Grade D. Attendance stands at 86.18 percent. Participates in None as an extracurricular activity.
Student S11201 named Richard Hurley, age 13, gender Female, is in Class 6. Scored 31 in Math, 90 in Science, 65 in English, 57 in History, and 41 in Computer, totaling 284 marks with Grade D. Attendance stands at 90.04 percent. Participates in Football as an extracurricular activity.
Student S11204 named William Smith, age 16, gender Female, is in Class 6. Scored 87 in Math, 99 in Science, 73 in English, 40 in History, and 95 in Computer, totaling 394 marks with Grade C. Attendance stands at 95.79 percent. Participates in Drama as an extracurricular activity.
Student S11206 named Dawn Lee, age 16, gender Male, is in Class 6. Scored 71 in Math, 46 in Science, 75 in English, 47 in History, and 36 in Computer, totaling 275 marks with Grade D. Attendance stands at 95.20 percent. Participates in Football as an extracurricular activity.
Student S11230 named David Taylor, age 12, gender Male, is in Class 6. Scored 30 in Math, 61 in Science, 63 in English, 69 in History, and 47 in Computer, totaling 270 marks with Grade D. Attendance stands at 92.64 percent. Participates in Football as an extracurricular activity.
Student S11232 named Tyler Williams, age 17, gender Female, is in Class 6. Scored 44 in Math, 78 in Science, 40 in English, 49 in History, and 74 in Computer, totaling 285 marks with Grade D. Attendance stands at 79.29 percent. Participates in Drama as an extracurricular activity.
