StudentID,Name,Age,Gender,Class,Math,Science,English,History,Computer,AttendancePercent,Extracurricular,Total,Grade
S10341,Jon Miller,10,Female,7,86,72,91,37,87,95.94,None,373,C
S10342,Rachel Thomas,16,Female,9,41,80,75,94,98,77.34,Football,388,C
S10343,Clayton Henry,17,Male,11,90,79,73,32,90,79.72,Dance,364,C
S10344,Andrew Wu,13,Male,7,56,50,35,66,62,68.48,Football,269,D
S10345,Katelyn Harris,16,Female,10,49,89,42,95,30,87.83,None,305,C
S10346,Daniel Villarreal,10,Female,6,67,49,40,33,90,91.74,None,279,D
S10347,Michael Lyons,15,Male,11,53,79,34,89,38,78.9,None,293,D
S10348,Jennifer Gibbs,17,Male,11,43,32,84,63,52,66.84,Football,274,D
S10349,Shannon Odonnell,10,Male,9,67,95,87,77,58,94.64,Music,384,C
S10350,Amy Baker,15,Female,6,37,57,38,85,36,78.21,Drama,253,D
S10351,Daniel Lewis,13,Male,11,45,64,74,63,74,75.72,Music,320,C
S10352,Christina Johnson,14,Female,8,89,98,67,37,40,61.93,Drama,331,C
S10353,Pedro Dean,13,Female,8,92,76,38,35,37,82.74,Music,278,D
S10354,Vanessa Johnson,12,Female,12,83,33,76,84,62,69.13,Football,338,C
S10355,Brianna Moore,12,Female,12,35,68,54,71,87,96.17,None,315,C
S10356,Amber Villarreal,12,Female,11,57,85,78,64,38,99.51,Debate,322,C
S10357,Craig Johnson,14,Female,8,59,33,30,72,87,95.9,None,281,D
S10358,Darryl Thomas,14,Male,10,57,94,56,66,45,96.1,None,318,C
S10359,Joshua Graham,12,Female,8,43,66,55,46,68,62.69,Football,278,D
S10360,Theodore Francis,12,Female,12,48,77,59,48,47,64.59,Dance,279,D
S10361,Kenneth Beltran,11,Female,12,88,46,52,93,42,66.82,Music,321,C
S10362,Diana Hebert,13,Female,11,92,71,34,45,74,90.68,None,316,C
S10363,Eddie Rodriguez,14,Female,12,50,71,43,57,91,86.6,Drama,312,C
S10364,Kelly Morales,13,Female,12,39,42,93,39,61,73.37,Dance,274,D
S10365,Linda Dalton,15,Female,8,39,87,91,47,93,91.4,Music,357,C
S10366,Ashley Le,13,Female,6,71,85,54,67,85,64.69,Debate,362,C
S10367,Tyrone Williams,10,Male,8,61,74,39,67,82,80.23,Dance,323,C
S10368,Cheyenne Fields,16,Female,11,67,86,64,39,40,99.05,Dance,296,D
S10369,Samantha Church,16,Male,7,67,74,36,73,55,88.23,Music,305,C
S10370,Amber Vega,17,Male,12,42,75,86,87,73,93.37,Debate,363,C
S10371,Tammy Chavez,16,Female,12,30,33,35,80,85,68.78,None,263,D
S10372,Sean Cisneros,10,Male,7,47,67,59,39,59,68.09,Football,271,D
S10373,Charles Riggs,11,Female,10,56,30,81,35,68,62.95,Dance,270,D
S10374,Caleb King,15,Female,6,97,99,48,40,37,90.59,Dance,321,C
S10375,Mrs. Amy Stafford DDS,10,Male,11,86,65,62,44,95,77.76,Dance,352,C
S10376,Charles Smith,16,Female,7,92,48,84,44,54,90.39,Debate,322,C
S10377,Tara Johnson,13,Female,7,78,80,53,75,67,70.75,Football,353,C
S10378,Christopher Williams,11,Male,12,44,64,86,38,44,84.67,Dance,276,D
S10379,John Herring,13,Female,9,56,42,62,41,32,75.17,None,233,D
S10380,Devin Olson,15,Female,6,36,44,92,77,93,67.15,None,342,C
S10381,Stephanie Moody,11,Male,12,72,73,64,42,37,88.78,None,288,D
S10382,Lisa Walker,13,Female,10,33,66,34,68,55,69.94,Dance,256,D
S10383,Jennifer Johnson,11,Male,5,61,55,53,81,91,76.85,Dance,341,C
S10384,Michelle Gonzales,17,Female,10,91,52,43,78,75,80.01,Dance,339,C
S10385,Jennifer Hernandez,12,Male,8,69,49,83,66,30,78.88,Music,297,D
S10386,Christopher Stewart,11,Female,12,81,82,99,85,67,71.07,None,414,B
S10387,Michael Garcia,13,Female,10,82,60,56,88,55,98.68,Music,341,C
S10388,Suzanne Johnson,13,Female,12,31,67,74,68,90,83.14,Music,330,C
S10389,Emily Contreras,11,Male,8,91,85,87,39,33,96.5,Drama,335,C
S10390,Beverly Jensen,15,Male,10,98,56,32,45,51,64.34,Debate,282,D
S10391,Nicholas Farrell,14,Male,10,84,30,86,77,71,97.76,Drama,348,C
S10392,Jason Alexander,17,Female,11,50,80,72,49,69,72.28,Football,320,C
S10393,Isaiah Schroeder,13,Female,7,85,79,49,77,68,83.37,None,358,C
S10394,Walter Brandt,13,Female,9,51,84,88,88,73,76.83,Music,384,C
S10395,Henry Keller,14,Female,6,35,93,50,43,31,82.16,Dance,252,D
S10396,Kenneth Hill,15,Female,11,66,39,75,55,83,72.59,Football,318,C
S10397,Joseph Green,13,Female,9,78,40,91,83,74,73.68,Debate,366,C
S10398,Mark Harris,16,Female,6,31,37,89,55,43,74.4,Music,255,D
S10399,Meghan Valdez,14,Female,10,98,68,99,46,94,62.06,Drama,405,B
S10400,Emily Jackson,13,Female,10,99,60,82,84,74,74.78,Debate,399,C
S10401,Aaron Smith,15,Female,7,52,45,57,33,80,81.16,None,267,D
S10402,Nicole Lucero,10,Male,6,87,64,64,78,74,77.36,Drama,367,C
S10403,Terry Branch,11,Female,10,92,37,96,94,90,83.83,Dance,409,B
S10404,Melanie Duke,11,Female,8,32,80,58,98,85,71.24,Football,353,C
S10405,Kenneth Davis,12,Male,6,59,45,90,33,84,61.57,Music,311,C
S10406,Christopher Ward,10,Female,12,61,97,75,34,82,67.88,Debate,349,C
S10407,Connie Wood,13,Female,10,64,44,91,38,38,72.41,Debate,275,D
S10408,Joshua Kim,16,Female,10,35,61,44,82,72,86.81,None,294,D
S10409,Rhonda Herman,17,Female,7,80,49,61,91,84,74.25,Drama,365,C
S10410,Tammy Thornton,17,Female,11,90,96,55,74,83,83.86,Debate,398,C
S10411,Julia Berry,14,Female,6,71,87,71,54,31,79.77,Debate,314,C
S10412,Hunter Kline,15,Male,6,45,45,62,57,97,63.87,Football,306,C
S10413,Jeremy Wilson,15,Male,8,90,33,46,58,70,98.38,Dance,297,D
S10414,Rachel Olson,10,Female,9,67,55,65,92,47,96.68,Music,326,C
S10415,Collin Morrow,15,Female,6,61,44,57,76,90,99.39,None,328,C
S10416,Paul Ross,17,Male,8,58,99,79,88,49,90.71,Dance,373,C
S10417,Amanda Fox,11,Female,11,99,40,84,49,31,82.67,Dance,303,C
S10418,Marcus Sexton,13,Male,6,94,85,83,90,49,76.72,Drama,401,B
S10419,John Edwards,12,Female,12,70,84,55,54,96,81.0,Dance,359,C
S10420,Shannon Thompson,12,Female,6,67,38,74,58,94,96.05,None,331,C
S10421,David Johnson,11,Female,5,31,38,82,49,32,62.75,Debate,232,D
S10422,Timothy Johnson,10,Male,11,39,61,34,78,76,93.3,Debate,288,D
S10423,Megan Griffin DDS,15,Male,11,92,86,61,63,53,93.22,Drama,355,C
S10424,Frank Anderson,11,Male,12,64,44,55,50,67,79.53,Dance,280,D
S10425,Tiffany Ayala,17,Female,12,39,71,49,92,68,94.96,Debate,319,C
S10426,Lisa Parrish,17,Female,5,91,98,74,38,96,73.39,None,397,C
S10427,Mathew Thompson,10,Female,9,83,68,36,63,43,88.3,Football,293,D
S10428,Mrs. Regina Smith,12,Female,12,73,89,46,87,66,63.68,Drama,361,C
S10429,Victoria Taylor,17,Male,7,47,54,47,59,67,81.02,Drama,274,D
S10430,Wendy Herrera,14,Female,10,41,57,98,74,60,69.71,Debate,330,C
S10431,Dennis Cook,16,Male,8,39,62,64,96,70,68.64,Dance,331,C
S10432,Jason Little,17,Male,6,59,96,82,51,62,75.52,Music,350,C
S10433,Andrew Williamson,15,Male,10,30,47,40,74,76,98.62,Drama,267,D
S10434,Shelly Fernandez,17,Female,6,52,71,41,96,90,76.77,Football,350,C
S10435,Brian Hughes,15,Female,6,51,82,70,37,94,71.91,Debate,334,C
S10436,Dr. Elaine Hamilton,17,Female,6,43,40,65,57,55,93.64,Drama,260,D
S10437,Jeremy Graham,17,Female,7,90,49,97,71,67,73.32,Dance,374,C
S10438,Kevin Phillips,16,Male,9,62,76,61,85,86,98.65,Debate,370,C
S10439,Austin Nunez,16,Female,12,47,92,84,88,86,75.42,None,397,C
S10440,Michael Swanson,17,Male,5,83,30,47,55,77,99.24,Music,292,D
S10441,Pamela Schroeder,13,Female,12,37,77,90,63,79,85.91,Drama,346,C
S10442,Catherine Foley,15,Female,12,75,46,37,61,80,84.56,Football,299,D
S10443,Kelly Smith,15,Male,8,63,53,65,51,66,71.63,Dance,298,D
S10444,Vanessa Bradley,14,Male,9,68,52,54,47,42,61.16,Dance,263,D
S10445,Anna Ellis,12,Female,7,82,41,97,32,72,91.01,Football,324,C
S10446,Jacob Rodriguez,12,Male,9,76,79,91,55,92,62.32,Music,393,C
S10447,Timothy Zavala,13,Female,10,37,94,49,41,49,91.21,None,270,D
S10448,Warren Harris,14,Female,12,78,50,98,43,90,93.85,None,359,C
S10449,Timothy Bishop,11,Male,8,37,36,44,31,50,81.0,Dance,198,F
S10450,Anthony Murphy,11,Male,11,38,30,71,71,97,73.26,Debate,307,C
S10451,Mr. Anthony Marshall,12,Male,8,96,40,48,70,36,86.13,Dance,290,D
S10452,Gregory Gonzalez,12,Male,11,56,91,56,74,74,86.47,None,351,C
S10453,Brittany Stout,12,Male,6,92,43,58,30,94,70.74,Dance,317,C
S10454,Sarah Jenkins,10,Male,6,44,58,58,60,78,66.2,Debate,298,D
S10455,Michael Estrada,14,Male,10,99,95,42,58,30,79.63,Football,324,C
S10456,Darin Rojas,14,Male,9,40,93,60,76,87,77.35,Dance,356,C
S10457,Charles Castro,14,Female,7,95,87,68,81,91,84.27,Music,422,B
S10458,Heather Campbell,11,Male,6,34,44,94,50,62,71.57,Debate,284,D
S10459,Carla Richardson,11,Male,6,57,51,57,73,47,88.99,Football,285,D
S10460,Cindy Williams,11,Male,9,67,45,97,60,96,75.94,Drama,365,C
S10461,Gary White,13,Male,9,95,70,99,44,87,79.53,Dance,395,C
S10462,Lawrence James,11,Female,6,39,72,60,85,33,66.3,Dance,289,D
S10463,Michael Kelly,16,Male,10,66,80,72,94,70,82.54,Football,382,C
S10464,Katherine Campbell,13,Female,8,38,70,83,73,82,98.98,Debate,346,C
S10465,Dawn Wallace,12,Male,8,53,52,68,80,34,86.72,None,287,D
S10466,Patricia Harris,12,Female,6,97,35,56,56,63,65.62,Drama,307,C
S10467,Robert Grant,16,Female,6,61,75,89,55,98,91.83,Football,378,C
S10468,James Tate,11,Male,8,88,49,82,85,67,71.89,Dance,371,C
S10469,Austin Johnson,16,Male,10,76,43,61,65,67,97.38,Dance,312,C
S10470,Margaret Acosta,16,Male,11,82,44,95,68,72,66.43,Drama,361,C
S10471,Meredith Villegas,14,Female,9,35,85,47,82,44,60.4,Drama,293,D
S10472,Elizabeth Chang,12,Male,5,74,83,91,97,37,64.81,Drama,382,C
S10473,Matthew Larson,14,Male,7,38,48,74,75,95,66.46,Drama,330,C
S10474,Andrew Lin,12,Female,9,41,88,42,33,61,92.95,Drama,265,D
S10475,Ruth Ramirez,13,Female,12,80,38,57,57,61,63.67,None,293,D
S10476,Ricardo Young,11,Female,10,84,41,71,82,57,67.42,None,335,C
S10477,Monica Frazier,11,Female,11,54,61,99,83,43,90.25,Drama,340,C
S10478,Jesse Holder,17,Female,8,50,38,41,65,88,86.84,None,282,D
S10479,Jane Davis,13,Male,8,86,92,48,74,83,86.65,Music,383,C
S10480,Terri Fleming,14,Male,8,50,87,82,87,69,94.36,Music,375,C
S10481,Rachel Mayer,17,Female,6,39,83,58,40,79,64.89,Football,299,D
S10482,Jill Smith,10,Female,8,93,68,92,37,45,69.03,Drama,335,C
S10483,Andres Church,10,Male,10,83,82,55,79,47,61.77,Drama,346,C
S10484,Cole Drake,11,Male,10,94,74,86,31,92,74.35,Football,377,C
S10485,Kara Woods,13,Female,6,51,69,99,64,64,68.7,Dance,347,C
S10486,Marissa Schroeder,13,Female,5,82,70,49,83,62,84.85,Football,346,C
S10487,Caroline Chapman,14,Female,10,75,60,70,76,84,84.64,Dance,365,C
S10488,Hannah Vincent,12,Male,6,72,64,52,54,87,77.15,Dance,329,C
S10489,Daniel Martinez,16,Female,5,45,35,33,57,78,87.71,Debate,248,D
S10490,Justin Oliver,17,Female,11,86,74,30,88,48,87.19,Debate,326,C
S10491,James Sweeney,16,Female,5,37,55,52,99,84,71.49,Debate,327,C
S10492,Joy Watson,13,Male,11,96,65,30,35,93,67.83,Debate,319,C
S10493,Lori Santiago,13,Female,10,43,80,89,88,44,96.29,None,344,C
S10494,Tina Powell,14,Male,12,41,73,94,72,34,69.06,Drama,314,C
S10495,Angela Hansen,16,Female,11,95,35,67,47,65,98.48,Drama,309,C
S10496,Carlos Tucker,15,Male,11,82,36,93,35,67,74.25,Drama,313,C
S10497,Gregory Brown,10,Male,10,32,91,95,35,58,88.96,None,311,C
S10498,Daniel Williams,11,Female,11,68,57,75,74,45,95.02,Dance,319,C
S10499,Dorothy Rose,16,Female,8,36,65,39,72,71,95.04,None,283,D
S10500,Travis Williams,11,Female,12,33,50,96,66,76,62.62,Football,321,C
S10501,Sergio Hubbard,13,Male,5,70,53,70,34,64,81.01,Music,291,D
S10502,Michelle Watkins,14,Female,12,99,30,82,74,57,96.96,Dance,342,C
S10503,Manuel Reed,10,Male,9,46,55,41,73,87,80.44,Dance,302,C
S10504,Jacob Lamb,13,Male,5,45,64,74,94,96,99.61,Music,373,C
S10505,Sean Cochran,10,Male,8,34,98,86,92,47,71.79,Football,357,C
S10506,Anthony Johnson,16,Male,12,98,83,46,78,49,61.97,Drama,354,C
S10507,Tyler Ortiz,10,Female,11,92,73,98,74,75,79.84,Dance,412,B
S10508,Laurie Sanchez,15,Female,7,75,86,64,69,51,89.64,Football,345,C
S10509,Cynthia Kaiser,16,Female,12,73,63,47,56,67,83.93,Music,306,C
S10510,Jeffrey Smith,13,Female,10,56,39,31,82,97,97.07,Debate,305,C
S10511,Rachel Harris,17,Male,6,55,79,75,45,95,63.34,Football,349,C
S10512,Shannon Flores,14,Male,10,97,49,85,75,72,79.94,Debate,378,C
S10513,Samuel Alvarado,17,Female,6,53,50,85,63,50,90.01,Drama,301,C
S10514,Dr. Angel Medina,10,Male,7,34,40,53,80,98,83.63,Music,305,C
S10515,Caitlin Jordan,15,Female,9,95,62,35,51,92,78.62,Debate,335,C
S10516,Mrs. Alexandra Gray,14,Female,6,67,94,30,42,62,86.93,None,295,D
S10517,Jeffrey Wong,17,Male,5,73,72,90,64,61,80.49,Drama,360,C
S10518,Jonathan Castillo,17,Female,10,56,55,71,73,36,99.96,None,291,D
S10519,Carrie Knight,16,Male,6,68,49,59,40,85,75.44,Football,301,C
S10520,Deborah Edwards,17,Male,6,64,46,36,36,44,80.11,Debate,226,D
S10521,Melinda Perez,11,Male,7,40,88,78,30,58,62.63,None,294,D
S10522,Linda Mcmahon,15,Female,10,99,98,80,66,51,65.96,Drama,394,C
S10523,Michael Morales,15,Male,10,49,66,31,59,94,74.39,None,299,D
S10524,Julie Carson,15,Female,7,43,41,81,42,64,82.87,Music,271,D
S10525,Christine Harrell,10,Male,9,37,30,69,50,51,82.4,Debate,237,D
S10526,Samantha Lee,17,Male,12,33,71,78,60,69,78.2,Debate,311,C
S10527,Richard Jones,17,Female,11,77,55,30,37,50,70.97,Drama,249,D
S10528,Dennis Clark,16,Male,12,58,88,51,96,88,90.78,Drama,381,C
S10529,Samuel Banks,16,Female,9,72,31,35,66,98,96.97,Music,302,C
S10530,Joyce Brown,12,Female,10,54,31,93,78,32,94.78,Football,288,D
S10531,Christine Wells,15,Male,5,55,91,66,99,65,87.53,Music,376,C
S10532,Taylor Brown,11,Female,12,48,90,47,94,93,85.61,Drama,372,C
S10533,Christine Hodge,11,Female,10,55,87,71,31,62,98.98,None,306,C
S10534,Christine Sandoval,15,Female,12,84,34,51,53,68,78.21,Dance,290,D
S10535,Bonnie Clarke,14,Male,6,91,49,87,83,97,78.45,Music,407,B
S10536,Ronald Silva,13,Female,11,79,51,34,64,47,61.69,Drama,275,D
S10537,Curtis Price,16,Female,10,67,50,43,50,75,67.53,Music,285,D
S10538,Henry Padilla,14,Female,10,35,81,78,67,70,94.53,Football,331,C
S10539,John Green,12,Female,11,84,49,56,70,31,77.39,Football,290,D
S10540,Spencer Ward,17,Male,11,69,37,64,39,32,96.98,Drama,241,D
S10541,Brandon Heath,13,Female,5,92,58,63,83,92,80.08,Debate,388,C
S10542,Sarah Miranda,10,Male,11,81,76,88,81,58,77.83,None,384,C
S10543,Jennifer Ramirez,17,Male,6,49,79,96,89,43,87.76,Music,356,C
S10544,Cindy Knight,14,Male,8,86,49,45,74,49,89.74,None,303,C
S10545,Gregory Smith,16,Female,7,80,55,76,48,33,78.2,Debate,292,D
S10546,Emma Middleton,17,Male,8,41,51,89,42,34,62.11,Drama,257,D
S10547,Kristen Jones,12,Male,7,88,45,53,97,95,84.85,None,378,C
S10548,Jason Raymond,12,Male,11,75,64,96,98,91,62.48,Music,424,B
S10549,Amber Copeland,17,Male,12,89,87,90,80,95,94.32,Drama,441,B
S10550,Amber Hendricks,10,Male,10,59,79,74,65,41,89.39,Music,318,C
S10551,Jeremy Smith,15,Male,12,57,59,88,73,76,74.88,Music,353,C
S10552,Michael Hunter,16,Male,10,89,56,40,81,67,83.81,Dance,333,C
S10553,Nicole Powell,12,Male,9,38,31,93,62,46,78.3,None,270,D
S10554,Marissa Parks,16,Female,5,81,63,86,77,90,83.63,Music,397,C
S10555,Rebecca Garcia PhD,16,Male,6,91,65,57,35,56,74.42,Drama,304,C
S10556,Sean Thomas,11,Female,9,70,82,84,90,30,93.12,None,356,C
S10557,Scott Gray,16,Female,10,80,93,33,52,68,95.84,Debate,326,C
S10558,Meagan Chapman,13,Female,8,43,38,53,96,35,86.29,Music,265,D
S10559,Nancy Alvarez,13,Female,9,69,68,74,97,96,74.64,Dance,404,B
S10560,Carol Soto,14,Female,5,78,43,36,74,87,93.19,Drama,318,C
S10561,Colleen Brown,11,Male,10,31,92,90,61,32,63.89,Dance,306,C
S10562,Nicholas Chapman,13,Female,8,72,58,80,78,64,92.34,Football,352,C
S10563,Traci Watkins,15,Female,5,86,40,61,93,66,69.77,Debate,346,C
S10564,Jason Mcdonald,13,Female,5,61,56,69,34,89,71.78,None,309,C
S10565,Mikayla Yoder,16,Female,9,58,92,99,60,66,84.37,Football,375,C
S10566,Christopher Lynch,10,Male,10,49,54,52,72,35,66.47,Dance,262,D
S10567,Julie Hodge,17,Male,6,80,95,38,46,34,88.64,Football,293,D
S10568,Christopher Garner,11,Male,12,94,55,36,62,97,62.8,Dance,344,C
S10569,Ryan Zuniga,13,Female,11,74,38,59,86,59,66.88,None,316,C
S10570,Kaylee Alvarado,11,Male,10,60,59,38,72,46,77.29,Dance,275,D
S10571,Rhonda Powell,16,Male,12,44,98,33,62,54,87.61,None,291,D
S10572,Angela Watson,15,Male,6,58,88,54,71,52,78.81,None,323,C
S10573,Joshua Fisher,12,Male,11,35,64,60,52,85,62.56,Football,296,D
S10574,Stanley Neal,11,Male,12,37,49,87,78,39,89.01,Dance,290,D
S10575,Michael Daniels,14,Female,5,82,30,48,54,47,66.85,Dance,261,D
S10576,Richard Powell,17,Female,9,53,75,40,97,88,96.85,Debate,353,C
S10577,Matthew Henderson,17,Female,8,72,77,47,49,72,77.93,Dance,317,C
S10578,Mario Porter,14,Female,10,83,60,75,33,96,97.1,Music,347,C
S10579,Jessica Daniel,16,Female,7,32,45,36,50,32,75.38,Drama,195,F
S10580,Caroline Armstrong,15,Male,8,40,53,65,60,94,89.78,Dance,312,C
S10581,Thomas Zuniga,11,Male,5,77,42,83,61,93,95.28,Dance,356,C
S10582,James Shannon,10,Male,8,36,95,54,44,68,98.08,Drama,297,D
S10583,Luis Guerrero,13,Female,6,42,69,65,39,87,92.28,Debate,302,C
S10584,Jessica Rhodes,13,Female,5,34,93,99,68,42,71.16,Debate,336,C
S10585,Daniel Rodriguez,10,Male,8,83,76,36,50,78,86.0,Music,323,C
S10586,Samuel Welch,10,Male,7,42,61,89,87,31,62.78,Dance,310,C
S10587,Wayne Martinez,13,Male,11,77,30,90,60,69,94.91,None,326,C
S10588,Stephen Gaines,11,Female,11,78,46,40,80,63,62.71,None,307,C
S10589,Michael Williams,16,Female,12,82,98,38,59,48,83.14,Music,325,C
S10590,Mary Meyer,10,Male,9,63,63,81,53,30,90.06,Football,290,D
S10591,Steven Griffith,14,Female,8,39,64,91,77,36,71.74,Drama,307,C
S10592,Frank Green,10,Male,6,39,65,85,80,68,72.92,Debate,337,C
S10593,Courtney Boyle,14,Male,12,45,50,58,52,66,66.77,Dance,271,D
S10594,Shannon Martin,15,Male,8,59,77,66,36,73,93.64,Dance,311,C
S10595,Sarah Carter,10,Male,9,67,90,98,96,75,66.68,None,426,B
S10596,Tyler Mcdonald,17,Female,8,94,32,56,50,64,92.3,Dance,296,D
S10597,Susan Bates,12,Female,11,96,60,72,41,93,74.8,Debate,362,C
S10598,Gerald Williams,14,Male,7,63,52,83,86,86,91.08,Football,370,C
S10599,Emily Alvarez,12,Male,10,73,59,77,86,96,88.74,None,391,C
S10600,Joseph Brown DVM,10,Female,5,94,60,88,33,70,69.59,None,345,C
S10601,Brenda Brown,15,Male,9,76,84,79,46,82,86.65,Music,367,C
S10602,Jacqueline Glover,15,Male,9,32,42,67,42,51,99.85,Dance,234,D
S10603,David Dennis,14,Male,9,58,63,82,77,60,99.09,Football,340,C
S10604,John Grimes,15,Male,10,99,87,63,31,38,64.24,Debate,318,C
S10605,Mr. Robert Perry III,10,Male,5,79,60,85,87,49,87.72,Drama,360,C
S10606,Justin Miller,14,Male,6,95,99,83,57,61,66.57,Music,395,C
S10607,Isaac Miller,12,Female,11,71,97,64,55,68,90.41,Debate,355,C
S10608,John Simpson,13,Male,12,56,89,61,89,95,82.21,Football,390,C
S10609,Jessica Ward,11,Female,10,45,67,86,85,79,90.01,Drama,362,C
S10610,Cynthia Holmes,11,Female,12,94,73,99,36,32,68.82,Dance,334,C
S10611,Samuel Owens,13,Female,11,51,59,80,65,87,88.6,Football,342,C
S10612,Tara Williams,12,Male,5,96,34,38,39,40,98.62,Drama,247,D
S10613,Amanda Lewis,17,Female,5,66,53,94,89,52,78.61,Dance,354,C
S10614,Kevin Gonzalez,10,Male,7,87,78,31,76,55,62.47,Drama,327,C
S10615,Brenda Price,12,Female,6,55,52,50,34,61,96.17,Football,252,D
S10616,Jessica Benton,11,Female,6,92,82,73,76,72,99.64,Debate,395,C
S10617,Kari Fernandez,12,Male,8,44,88,67,86,54,68.96,Drama,339,C
S10618,Michelle Cuevas,15,Male,7,68,58,83,85,56,63.47,None,350,C
S10619,Deborah Velasquez,12,Female,9,52,87,36,90,56,83.63,Drama,321,C
S10620,Rebekah Ellison,11,Male,10,74,64,70,90,90,80.57,Music,388,C
S10621,Kelly Thomas,15,Female,8,80,51,51,72,98,87.1,Dance,352,C
S10622,Daniel Gomez,15,Female,8,70,51,67,36,45,87.91,Football,269,D
S10623,Lisa Rivera,11,Female,12,50,84,35,31,43,94.48,Debate,243,D
S10624,Miranda Horne,15,Male,11,81,60,81,44,45,88.06,None,311,C
S10625,Brenda Bailey,12,Male,10,38,90,81,85,59,74.95,Drama,353,C
S10626,James Mccarty,17,Female,11,64,43,67,56,80,90.39,Drama,310,C
S10627,Jordan Graham,11,Female,11,47,73,64,73,60,99.33,Music,317,C
S10628,Michael Macias,16,Male,8,34,86,55,92,33,69.9,Music,300,D
S10629,Heather Galvan,11,Male,12,64,88,48,61,61,95.13,None,322,C
S10630,Anthony Reese,10,Female,8,39,32,89,41,44,66.65,Dance,245,D
S10631,Michael Lucas,13,Male,5,64,31,53,87,98,65.7,Football,333,C
S10632,Steven Ward,12,Male,9,97,36,98,95,79,99.41,Drama,405,B
S10633,Anne Castro,10,Male,11,91,51,66,33,74,77.59,Debate,315,C
S10634,Robert Sullivan,17,Male,8,92,49,34,61,72,63.43,Debate,308,C
S10635,Samuel White,12,Female,7,64,41,67,91,49,87.79,None,312,C
S10636,David Mathews,16,Female,6,73,59,92,60,99,73.55,Drama,383,C
S10637,Hannah Brooks,12,Male,9,90,85,75,76,67,74.23,Football,393,C
S10638,John Lee,17,Female,9,92,77,36,59,95,87.12,Football,359,C
S10639,David Owens,17,Male,10,45,47,83,43,37,92.4,Debate,255,D
S10640,Crystal Miranda,17,Male,9,33,87,33,89,72,62.25,None,314,C
S10641,Brenda Howe,14,Female,10,58,59,83,67,85,87.56,Drama,352,C
S10642,Paula Burton,14,Female,6,46,63,53,96,64,76.51,Dance,322,C
S10643,Manuel Hodges,17,Female,7,69,84,41,68,59,89.48,Drama,321,C
S10644,Randy Austin,15,Female,9,41,77,57,46,74,85.56,Music,295,D
S10645,Brandon Robinson,15,Female,7,65,88,65,82,67,90.13,Dance,367,C
S10646,Mike Reynolds,10,Male,12,76,96,50,80,30,94.87,Football,332,C
S10647,Antonio Aguilar,17,Female,6,39,46,66,77,69,95.92,Debate,297,D
S10648,Howard Valdez,14,Female,5,95,86,38,87,84,75.68,None,390,C
S10649,Erin Mcgrath,12,Female,7,86,46,63,34,40,84.6,Drama,269,D
S10650,Timothy Rogers,13,Female,6,33,45,85,33,58,63.54,Music,254,D
S10651,Scott Smith,13,Female,9,40,55,63,88,69,69.46,Music,315,C
S10652,Jessica Brown DVM,11,Male,10,94,55,72,53,64,78.94,None,338,C
S10653,Diane Campbell,16,Female,12,68,95,88,87,30,64.09,Music,368,C
S10654,Kelsey Hill,11,Female,5,64,42,86,80,81,80.56,Music,353,C
S10655,Daniel Spence,11,Female,12,43,68,59,48,56,67.96,None,274,D
S10656,Sara Garcia,15,Female,10,32,51,47,37,66,72.4,Dance,233,D
S10657,Ernest Robinson,15,Male,7,87,39,34,89,98,64.46,None,347,C
S10658,Kristy Brown,10,Female,8,68,72,51,75,57,99.62,Dance,323,C
S10659,Tiffany Morgan,11,Male,12,31,57,69,43,61,70.86,None,261,D
S10660,Robert Chapman,13,Female,6,73,65,95,50,49,66.35,Dance,332,C
S10661,Rebecca Wiley,15,Female,7,33,98,61,46,94,85.7,Dance,332,C
S10662,Guy Malone,11,Female,10,59,86,80,70,64,82.27,Football,359,C
S10663,Jeffrey Cross,15,Male,9,47,37,34,97,61,92.79,Dance,276,D
S10664,Tyler Jenkins,14,Male,10,31,94,44,82,86,78.7,None,337,C
S10665,Justin Barnes,10,Male,11,51,77,65,42,58,68.84,Debate,293,D
S10666,Ryan Graham,13,Female,7,60,86,65,59,81,97.37,Football,351,C
S10667,Melissa Graves,15,Male,5,95,94,48,47,58,71.61,Football,342,C
S10668,William Williams,10,Female,11,88,74,69,38,46,79.62,Football,315,C
S10669,Jose Wilcox,10,Male,11,88,33,66,32,58,96.16,None,277,D
S10670,Deborah Oliver,13,Male,10,78,40,73,40,84,95.77,Debate,315,C
S10671,Karen Kerr,10,Female,9,82,56,99,69,90,73.2,Music,396,C
S10672,Eric Scott,15,Male,7,35,50,50,53,60,61.21,Music,248,D
S10673,Nicholas Rice,13,Male,10,70,71,32,33,79,73.04,Dance,285,D
S10674,Matthew Brown,11,Female,9,63,34,30,55,79,82.47,Debate,261,D
S10675,Leslie Smith,13,Male,6,98,57,64,69,65,90.99,Drama,353,C
S10676,Charles Johnson,17,Male,6,67,43,79,62,94,65.96,Football,345,C
S10677,Jessica Ayala,17,Female,11,40,34,81,89,69,75.14,None,313,C
S10678,Jason Miller,13,Male,11,86,44,65,70,51,72.27,Debate,316,C
